what,kind,bundleId,bundleVersion,description,time
activated,editor,org.eclipse.ui.browser,3.2.300.v20090526,"org.eclipse.ui.browser.editor",1372189317500
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189318671
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189318687
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189319234
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189319343
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189360125
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372189365031
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189374406
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189374421
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189374531
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189565843
activated,editor,org.eclipse.jdt.ui,3.5.1.r351_v20090821-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1372189573015
deactivated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189731437
activated,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189733640
closed,workbench,org.eclipse.ui.workbench,3.5.1.M20090826-0800a,"",1372189734343
stopped,bundle,org.eclipse.jst.ws.axis.creation.ui,1.0.406.v200903031852,"org.eclipse.jst.ws.axis.creation.ui",1372189735718
stopped,bundle,org.eclipse.jst.ws.axis.consumption.ui,1.0.405.v200901261650,"org.eclipse.jst.ws.axis.consumption.ui",1372189735781
stopped,bundle,org.eclipse.jst.ws.axis.consumption.core,1.0.306.v200810082309,"org.eclipse.jst.ws.axis.consumption.core",1372189735796
stopped,bundle,org.eclipse.jst.ws.axis2.creation.ui,1.0.103.v200807162242,"org.eclipse.jst.ws.axis2.creation.ui",1372189735828
stopped,bundle,org.eclipse.jst.ws.axis2.consumption.ui,1.0.102.v200807232000,"org.eclipse.jst.ws.axis2.consumption.ui",1372189735828
